table,panel,model,outcome,term,b,se,pval,n,r2,vce
channel,B,national_with,ebac,z_ofsted_llmstrictnessscore,.1251986385397292,.0080530674235499,2.72661334014e-52,2746,.5589167610125076,hc3
channel,B,national_with,ebac,ebacc_entry,.5777280599154906,.0441671570811127,5.74472035465e-38,2746,.5589167610125076,hc3
channel,B,gold_without,ebac,z_gs_strictness_enacted,.2435816639983073,.0424734444747652,1.42131636027e-07,99,.5521903273245318,hc3
channel,B,gold_with,ebac,z_gs_strictness_enacted,.2175305071067067,.0418888199384232,1.39443663611e-06,99,.6036837680098992,hc3
channel,B,gold_with,ebac,ebacc_entry,.6436982470704119,.1940879552933076,.0013421592608732,99,.6036837680098992,hc3
p8proxy,A,gold,pseudo_p8_2425,z_gs_warmth_enacted,.1616325812821342,.0500805578874565,.0017552054897207,100,.4800599183190296,hc3
p8proxy,A,gold,pseudo_p8_2425,z_gs_strictness_enacted,.1351885038363435,.0500240418328647,.0082582846602963,100,.4800599183190296,hc3
p8proxy,A,gold,pseudo_p8_2425_eng,z_gs_warmth_enacted,.1816378126375719,.0508634493945816,.0005789433132589,100,.4500503823651353,hc3
p8proxy,A,gold,pseudo_p8_2425_eng,z_gs_strictness_enacted,.0918766804564951,.0503197096384582,.0712631930696295,100,.4500503823651353,hc3
p8proxy,A,gold,pseudo_p8_2425_mat,z_gs_warmth_enacted,.1135781578087527,.0614945894452111,.0681134131679125,100,.3952541871221311,hc3
p8proxy,A,gold,pseudo_p8_2425_mat,z_gs_strictness_enacted,.1564366718075326,.0556848963186027,.0061164017939015,100,.3952541871221311,hc3
p8proxy,A,gold,p8mea_avg,z_gs_warmth_enacted,.1537070797033026,.0410919322387553,.0003264366687292,100,.6092663893966638,hc3
p8proxy,A,gold,p8mea_avg,z_gs_strictness_enacted,.0975015237089247,.0395020768613512,.0155107957792475,100,.6092663893966638,hc3
p8proxy,A,national,pseudo_p8_2425,z_ofsted_llmstrictnessscore,.1540711919361478,.008833614938947,4.99368909033e-65,3076,.2755731839146253,hc3
p8proxy,A,national,pseudo_p8_2425_eng,z_ofsted_llmstrictnessscore,.1343748600628831,.0092503469349969,2.74571555390e-46,3076,.2169060123820564,hc3
p8proxy,A,national,pseudo_p8_2425_mat,z_ofsted_llmstrictnessscore,.1361949184362273,.0091663758933756,2.83634412972e-48,3076,.2493932187826682,hc3
p8proxy,A,national,p8mea_avg,z_ofsted_llmstrictnessscore,.1370248292130853,.0072309995329583,8.76728380581e-76,3052,.517642498068859,hc3
p8proxy,B,gold,pseudo_p8_2425,z_gs_warmth_enacted,.1645518758213129,.056755299631106,.0047577703472925,99,.4902201434966449,hc3
p8proxy,B,gold,pseudo_p8_2425,z_gs_strictness_enacted,.1351839079188542,.0545754362522237,.0152296616481889,99,.4902201434966449,hc3
p8proxy,B,gold,pseudo_p8_2425_eng,z_gs_warmth_enacted,.1949813822773332,.0574559120660343,.0010498180135309,99,.4609783750930225,hc3
p8proxy,B,gold,pseudo_p8_2425_eng,z_gs_strictness_enacted,.0808099249846377,.0547236380623664,.1434537727135103,99,.4609783750930225,hc3
p8proxy,B,gold,pseudo_p8_2425_mat,z_gs_warmth_enacted,.1156094545147017,.0666026229583692,.0862212368084342,99,.3947937586096902,hc3
p8proxy,B,gold,pseudo_p8_2425_mat,z_gs_strictness_enacted,.1570493978967986,.0606070262236722,.0112524424732128,99,.3947937586096902,hc3
p8proxy,B,gold,p8mea_avg,z_gs_warmth_enacted,.1473281036664669,.0430578070911701,.0009591461351561,99,.6240580913673281,hc3
p8proxy,B,gold,p8mea_avg,z_gs_strictness_enacted,.1069117167667553,.0414311272006809,.0115836852671907,99,.6240580913673281,hc3
p8proxy,B,national,pseudo_p8_2425,z_ofsted_llmstrictnessscore,.153403743453172,.0091789039251033,8.76252530537e-60,2753,.2805967536146367,hc3
p8proxy,B,national,pseudo_p8_2425_eng,z_ofsted_llmstrictnessscore,.1361568450461492,.0096431755754134,9.48574812290e-44,2753,.2251566463461672,hc3
p8proxy,B,national,pseudo_p8_2425_mat,z_ofsted_llmstrictnessscore,.1359432827228261,.0095472911930087,1.94313603107e-44,2753,.2506266321631618,hc3
p8proxy,B,national,p8mea_avg,z_ofsted_llmstrictnessscore,.1358064930212837,.0073866726837976,2.86849243948e-71,2746,.5285702691039633,hc3
p8proxy,z,gold_pseudo,overall,g_gs_warmth_enacted,.1635801548103668,.0564201450370982,.0047577703472924,99,.4902201434966449,hc3
p8proxy,z,gold_pseudo,overall,g_gs_strictness_enacted,.1340133371445606,.0541028621740313,.0152296616481886,99,.4902201434966449,hc3
p8proxy,z,gold_real,overall,g_gs_warmth_enacted,.1464580934455502,.0428035397020747,.0009591461351559,99,.6240580913673277,hc3
p8proxy,z,gold_real,overall,g_gs_strictness_enacted,.1059859576804607,.0410723709892808,.0115836852671895,99,.6240580913673277,hc3
p8proxy,,corr_pseudo_vs_real_p8avg,overall,pearson,.7193237149488828,,,3140,,
semh,,tier1_S,semh_share,z_gs_strictness_enacted,-.2573647397830666,.2798948134634416,.3605956320990763,94,.5591462078828796,hc3
semh,,tier1_S,semh_share,semh_share_2016,.1762621261805925,.1204346379523147,.1472351325069354,94,.5591462078828796,hc3
semh,,tier1_W,semh_share,z_gs_warmth_enacted,-.0941999744130745,.2395469688867498,.6951866255361572,94,.5465209426550242,hc3
semh,,tier1_W,semh_share,semh_share_2016,.1913360347608363,.1147453055104947,.0993282953807648,94,.5465209426550242,hc3
semh,,national_S,semh_share,z_ofsted_llmstrictnessscore,-.1075773601357953,.0433504567406315,.0131435934260557,2594,.4842424220242436,hc3
semh,,national_S,semh_share,semh_share_2016,.1941949223647863,.0224629380193227,9.27113230203e-18,2594,.4842424220242436,hc3
continuity,all,z,overall,g_gs_warmth_enacted,.1464580934455502,.0428035397020747,.0009591461351559,99,.6240580913673277,hc3
continuity,all,z,overall,g_gs_strictness_enacted,.1059859576804607,.0410723709892808,.0115836852671895,99,.6240580913673277,hc3
continuity,unchanged,z,overall,g_gs_warmth_enacted,-.0054635719058449,.1711753547372171,.9751655294772541,22,.7296044904742766,hc3
continuity,unchanged,z,overall,g_gs_strictness_enacted,.3105829694718601,.2678000189402768,.2730889602887984,22,.7296044904742766,hc3
continuity,all,z,english,g_gs_warmth_enacted,.1620666629477557,.0419829402391421,.0002200957915835,99,.615426834611061,hc3
continuity,all,z,english,g_gs_strictness_enacted,.0714900690635243,.0443276832501724,.1105027799572575,99,.615426834611061,hc3
continuity,unchanged,z,english,g_gs_warmth_enacted,.0159789526031928,.159573077160667,.922215738792395,22,.8062416222708971,hc3
continuity,unchanged,z,english,g_gs_strictness_enacted,.3314470479453688,.2642194400776668,.2382103335689636,22,.8062416222708971,hc3
continuity,all,z,maths,g_gs_warmth_enacted,.1350367118617164,.0519957681879337,.0110782701954975,99,.5395352308646694,hc3
continuity,all,z,maths,g_gs_strictness_enacted,.0762015354070488,.0446015226066462,.0911937363943087,99,.5395352308646694,hc3
continuity,unchanged,z,maths,g_gs_warmth_enacted,-.0298729310756291,.1741856682070117,.86725099876069,22,.6130418897546098,hc3
continuity,unchanged,z,maths,g_gs_strictness_enacted,.272286209610319,.2691941051869526,.3356313876924928,22,.6130418897546098,hc3
continuity,all,z,ebac,g_gs_warmth_enacted,.1638917679300336,.0520064901849064,.0022445418962044,99,.5965145719242942,hc3
continuity,all,z,ebac,g_gs_strictness_enacted,.1378035705917966,.0511182065925451,.0084638226884676,99,.5965145719242942,hc3
continuity,unchanged,z,ebac,g_gs_warmth_enacted,-.028592281217695,.2397208849418455,.9074209990494713,22,.6030046885341958,hc3
continuity,unchanged,z,ebac,g_gs_strictness_enacted,.3240107191414875,.3556485867315782,.3837087323322761,22,.6030046885341958,hc3
continuity,all,z,open,g_gs_warmth_enacted,.131001616528282,.0569416057822381,.0238613297776402,99,.5144221222764737,hc3
continuity,all,z,open,g_gs_strictness_enacted,.1186841321564867,.0553568898413714,.0348903634585281,99,.5144221222764737,hc3
continuity,unchanged,z,open,g_gs_warmth_enacted,.033743992429261,.2394475901622757,.8907280791901819,22,.7417472213769873,hc3
continuity,unchanged,z,open,g_gs_strictness_enacted,.2942002713981129,.349307260289791,.4193411682274658,22,.7417472213769873,hc3
continuity,count,unchanged,,n,22,,,,,
continuity,count,changed,,n,7,,,,,
continuity,count,determined,,n,29,,,,,
espoused_primary,,z,overall,g_gs_warmth_espoused,.0505508119699509,.0476873993077459,.2921268265042531,99,.5021384744892825,hc3
espoused_primary,,z,overall,g_gs_strictness_espoused,.1195769033014498,.0497118016119622,.0183241427081626,99,.5021384744892825,hc3
espoused_primary,,z,english,g_gs_warmth_espoused,.0100483196548967,.0462661649446535,.8285845987714733,99,.4996855476413908,hc3
espoused_primary,,z,english,g_gs_strictness_espoused,.1131637518464875,.0504154665252865,.0273894193862951,99,.4996855476413908,hc3
espoused_primary,,z,maths,g_gs_warmth_espoused,.0922929321865285,.0494259778626832,.0653071235084256,99,.4345342665463141,hc3
espoused_primary,,z,maths,g_gs_strictness_espoused,.0402021790952448,.0473006951235826,.397752861023295,99,.4345342665463141,hc3
primary_z,,stage1,overall,z_gs_warmth_enacted,.1473281036664669,.0430578070911701,.0009591461351561,99,.6240580913673281,hc3
primary_z,,stage1,overall,z_gs_strictness_enacted,.1069117167667553,.0414311272006809,.0115836852671907,99,.6240580913673281,hc3
primary_z,,warmthonly,overall,z_gs_warmth_enacted,.22001787022922,.0334958869837639,3.70866053609e-09,99,.5971773571604302,hc3
primary_z,,strictonly,overall,z_gs_strictness_enacted,.2003622285109762,.0330368571018595,3.42737084680e-08,99,.5764358499959231,hc3
primary_z,,stage2,overall,z_gs_teaching_enacted,.2073228020665286,.0421946581647021,4.22965991661e-06,99,.5545715300359628,hc3
primary_z,,stage3,overall,z_gs_warmth_enacted,.1380821073429598,.0580724862272517,.0196887320812579,99,.6243084365009622,hc3
primary_z,,stage3,overall,z_gs_strictness_enacted,.1042077104676614,.0423439732285711,.015903192796582,99,.6243084365009622,hc3
primary_z,,stage3,overall,z_gs_teaching_enacted,.0148703024579333,.0648023058933519,.8190600573612898,99,.6243084365009622,hc3
primary_z,sd,sd_in_sample,overall,gs_warmth_enacted,.9558855000783025,,,99,,
primary_z,sd,sd_in_sample,overall,gs_strictness_enacted,.8804704426447588,,,99,,
primary_z,,stage1,english,z_gs_warmth_enacted,.1630293933091667,.0422323329920643,.0002200957915835,99,.6154268346110613,hc3
primary_z,,stage1,english,z_gs_strictness_enacted,.0721145157587641,.0447148737463605,.1105027799572598,99,.6154268346110613,hc3
primary_z,,warmthonly,english,z_gs_warmth_enacted,.2120603833149372,.0354678730327027,4.97710753597e-08,99,.6044657039392455,hc3
primary_z,,strictonly,english,z_gs_strictness_enacted,.1755243870252951,.0383367255546042,.0000156835567472,99,.5631643670423788,hc3
primary_z,,stage2,english,z_gs_teaching_enacted,.1886777911915092,.0421848495915237,.0000234893211359,99,.5559783350053724,hc3
primary_z,,stage3,english,z_gs_warmth_enacted,.1673821162938836,.0642153386912781,.0108183513026934,99,.6154765594322984,hc3
primary_z,,stage3,english,z_gs_strictness_enacted,.073387476503834,.0462762694015878,.1165296704478493,99,.6154765594322984,hc3
primary_z,,stage3,english,z_gs_teaching_enacted,-.0070004686389262,.0730147871315082,.9238463042574474,99,.6154765594322984,hc3
primary_z,sd,sd_in_sample,english,gs_warmth_enacted,.9558855000783025,,,99,,
primary_z,sd,sd_in_sample,english,gs_strictness_enacted,.8804704426447588,,,99,,
primary_z,,stage1,maths,z_gs_warmth_enacted,.1358388752434372,.0523046404988027,.0110782701954983,99,.5395352308646693,hc3
primary_z,,stage1,maths,z_gs_strictness_enacted,.076867135504803,.0449911050166126,.0911937363943131,99,.5395352308646693,hc3
primary_z,,warmthonly,maths,z_gs_warmth_enacted,.1881011932116498,.0388216395997382,5.54442516982e-06,99,.5243516684408366,hc3
primary_z,,strictonly,maths,z_gs_strictness_enacted,.1630300066091291,.0346298854279564,9.51114060944e-06,99,.4952979368727104,hc3
primary_z,,stage2,maths,z_gs_teaching_enacted,.1662724266322649,.0487745653045546,.0009944780772313,99,.4765085047448647,hc3
primary_z,,stage3,maths,z_gs_warmth_enacted,.1447333818905011,.0620075932150659,.0219773556875136,99,.5397883804463692,hc3
primary_z,,stage3,maths,z_gs_strictness_enacted,.0794683480901732,.0478394366983437,.100412072281067,99,.5397883804463692,hc3
primary_z,,stage3,maths,z_gs_teaching_enacted,-.0143050028821306,.0695073184063702,.8374406493507415,99,.5397883804463692,hc3
primary_z,sd,sd_in_sample,maths,gs_warmth_enacted,.9558855000783025,,,99,,
primary_z,sd,sd_in_sample,maths,gs_strictness_enacted,.8804704426447588,,,99,,
